Coords,White_x,White_y,Velocity_White,Brown_x,Brown_y,Velocity_Brown,Orange_x,Orange_y,Velocity_Orange,Green_x,Green_y,Velocity_Green,Red_x,Red_y,Velocity_Red
10,580.5812988,907.7924194,4.571449473,505.5362244,1013.769348,4.663139487,479.03479,961.262085,2.480082451,485.8082275,979.8486328,2.706265709,483.7245789,994.842041,4.821864745
11,583.8125,905.5018311,3.960739342,501.086853,1014.173889,4.467724111,476.5372925,963.5584106,3.392728356,480.4457397,981.0793457,5.501902357,478.2806091,995.0790405,5.449126091
12,585.4659424,903.4209595,2.657799514,496.9881897,1011.09729,5.124890559,473.4500427,964.8153687,3.33332484,477.1019897,982.616272,3.68005522,474.9492188,996.0470581,3.469181445
13,585.5397949,903.0431519,0.3849581706,494.1481018,1009.184326,3.424256121,471.537384,965.4848633,2.026446725,476.9458008,983.020752,0.4335885692,471.1538391,995.5317993,3.830195585
14,583.8457031,902.789978,1.712905136,491.7011719,1007.131592,3.193929321,468.1341858,964.6228027,3.510684643,472.6277161,982.6848755,4.331127869,467.393158,994.8516235,3.821696197
15,580.3737183,902.1290894,3.534324932,486.1184082,1005.953979,5.70561311,464.6468811,964.5145264,3.488985204,468.9657288,981.3105469,3.911384685,463.3368225,993.6099243,4.242130859
16,576.3293457,902.2626953,4.046578795,483.6630554,1006.399841,2.495505971,459.8747864,966.203064,5.062020081,462.6944885,978.3875122,6.919001788,460.5559387,992.5696411,2.969091408
17,571.885437,900.8484497,4.663519603,477.7064819,1005.416687,6.037164903,456.8953247,965.3673096,3.094459121,457.9877625,978.6289673,4.712915328,457.1461182,991.0822144,3.720122927
18,564.5914917,900.5682373,7.299325805,474.7135315,1004.425964,3.152662956,452.4203491,964.383728,4.581794315,454.7148132,977.9515381,3.342320587,454.208252,990.4404907,3.007136029
19,557.96521,900.0177612,6.649107728,469.8290405,1003.828552,4.920889476,448.8905029,963.491394,3.640889187,449.1095276,977.3973389,5.632616082,449.6817017,987.2825928,5.519236995
20,550.1867676,897.4539795,8.190063657,465.9196777,1002.772217,4.04956319,445.2320251,961.80896,4.026790798,445.418457,974.4309692,4.735330044,445.5675354,985.3466797,4.546880633
21,542.2379761,896.4744263,8.008920707,457.9996948,1001.962952,7.961220972,438.7929993,958.5871582,7.200073669,438.6297302,971.4943237,7.396668067,441.3702698,982.9960938,4.810643717
22,535.9428101,893.8319092,6.827299007,453.1766357,1000.627625,5.004497727,435.1968689,957.0994263,3.891721978,437.7552185,970.1657715,1.59054136,436.7932739,982.0532837,4.673091248
23,530.6647949,893.5785522,5.284092497,445.8309631,999.0070801,7.522304854,433.5386047,954.5446777,3.045747872,433.243042,968.1983643,4.922441273,430.1471252,979.7319946,7.039863295
24,525.0766602,890.4477539,6.405399941,443.0453796,998.234375,2.890769543,429.3369751,953.2091675,4.408772988,429.5259705,965.9108887,4.364534951,426.8568726,977.8214722,3.804715339
25,520.0395508,889.8131714,5.07692484,438.8105164,994.9561768,5.35543189,427.0446777,950.0177612,3.929338501,425.4740295,962.3788452,5.375272661,422.9247742,975.5477295,4.54216947
26,513.4398804,887.1400146,7.120492713,434.3473206,992.5759277,5.058231131,426.7440796,946.6956177,3.335715372,420.368866,959.3100586,5.956521338,419.6401367,973.255188,4.005569839
27,507.9900513,884.4705811,6.068485227,427.7536926,991.8153076,6.63735431,422.0101929,944.2460327,5.330117255,417.3682556,956.463623,4.135922848,416.8251343,970.5283813,3.919146999
28,502.9269714,884.0267944,5.082491906,425.0179138,988.3395386,4.423285671,419.4545288,940.7849731,4.302365878,413.8123474,953.6425171,4.5390662,412.539032,969.40979,4.429663576
29,497.3783264,882.9700317,5.648381091,421.5415649,987.8140259,3.515844864,417.5665283,936.5166626,4.667228382,413.4524536,951.8390503,1.839025838,409.834198,968.6015015,2.823022724
30,492.3838806,881.6870117,5.156610246,415.7924194,985.4007568,6.235105576,414.7820129,935.3203125,3.030640108,408.5873108,946.2349854,7.421263945,402.9082642,965.4608154,7.604766157
31,487.0083923,878.7272949,6.136432007,414.0841675,985.8326416,1.762001472,412.4996033,932.3518677,3.744470399,403.9899597,942.817749,5.728275571,398.7834473,960.927063,6.129357684
32,482.8684998,878.2932739,4.162581505,409.2039795,984.3331299,5.105366803,408.3832703,927.0853271,6.68435835,401.5079956,939.2040405,4.383951978,397.0792236,957.22052,4.079563576
33,478.0151062,876.2761841,5.255861531,405.5979919,982.0484009,4.268856149,405.9689331,923.1009521,4.658783967,399.3126221,936.1798096,3.737062729,396.1116943,953.7910156,3.563371063
34,472.4744873,875.6323242,5.577904022,403.4334106,978.7549438,3.94110028,403.3405762,919.1987915,4.704797325,394.8612061,932.6224365,5.698246005,392.3814087,951.0216675,4.645892824
35,467.2851563,874.1367188,5.400554834,400.5590515,976.0249634,3.96418135,399.5258179,914.90802,5.741350087,393.769104,928.6785278,4.092322404,386.7851257,949.0042114,5.948824412
36,461.6687012,872.8792114,5.755509735,398.1065674,973.4555664,3.551968358,397.2009277,911.9071655,3.796082432,391.7949829,925.2283936,3.974994418,383.7549744,944.6223755,5.327504434
37,457.4894714,871.402771,4.432362523,394.2086182,970.9000854,4.660953876,393.6021118,907.4051514,5.763645332,388.4458008,920.8991089,5.473547905,381.5846252,941.0578613,4.173269283
38,451.7937622,870.3549194,5.791294891,390.3815002,968.6708374,4.429038093,394.1572876,901.8157959,5.616859862,383.8435364,913.8133545,8.449186528,381.9171448,935.9925537,5.076210249
39,447.0543823,869.2315674,4.870692097,388.5446777,966.3102417,2.991041458,391.8614197,898.5262451,4.011502692,381.6654053,911.0167847,3.54472254,379.8193665,933.2385254,3.461985828
40,440.9945068,868.1981812,6.147355369,385.3056641,963.4569092,4.316562988,390.8022766,894.8589478,3.817178799,381.8157959,906.1333008,4.885799035,375.0379639,929.2577515,6.221605239
41,435.609436,866.8736572,5.545570409,380.0594177,958.0900879,7.505056388,389.8838501,889.6798706,5.259880927,380.7679749,902.6289063,3.657691891,373.5570984,923.5880127,5.859940297
42,430.8685608,866.0438232,4.812953617,378.9447632,955.3163452,2.98933156,389.4891052,886.4608765,3.243107583,380.0345459,897.1054688,5.571918866,369.5269165,920.4013062,5.137846301
43,425.2729797,862.8028564,6.466404961,375.4471741,951.1375732,5.449336179,387.3759766,881.1546631,5.711498329,378.4667053,891.5120239,5.809023074,367.3519287,914.9324951,5.885445271
44,419.5689087,860.8248901,6.03728227,373.8510132,948.2801514,3.27300922,386.4383545,875.8226929,5.413782552,377.9268799,886.2316284,5.307917504,366.9635315,912.286499,2.674349963
45,414.1118774,860.0557251,5.510971323,371.8629456,943.4136963,5.256881007,388.2062073,872.3936768,3.857908108,376.2422485,880.0480347,6.408963601,367.0272217,903.9649658,8.321776931
46,408.8510437,855.803772,6.76427949,369.1637573,939.5160522,4.741017422,387.2789612,869.2617188,3.266335298,374.6936035,875.5623169,4.745520555,366.2576294,900.121521,3.919737287
47,404.3611755,853.838501,4.901143358,364.7412109,934.3994751,6.763008078,387.0430603,864.8137817,4.454188241,376.2030945,870.4737549,5.307732692,364.5141296,896.9979248,3.577239797
48,400.7418213,848.8917847,6.129414932,362.9484558,927.9839478,6.661303329,386.8626099,859.6654053,5.151537885,376.7129211,864.5809326,5.914835372,363.4733887,891.5588379,5.537762023
49,396.8381042,844.3408813,5.995809184,361.7577515,923.407959,4.728366532,388.0126343,858.6231079,1.552076012,374.6600952,861.59375,3.624548838,363.1953125,885.2978516,6.267158539
50,394.3085632,839.5482788,5.419189685,358.5374756,915.3448486,8.68239168,386.5142517,854.0532837,4.809204062,374.5470886,857.1737061,4.42148832,363.7692871,881.418457,3.921625783
51,389.7407837,834.0903931,7.117101005,356.7228088,910.7113037,4.976218841,384.5585938,847.6216431,6.722395346,372.2229004,849.7888184,7.74199052,363.2637024,876.6595459,4.78569233
52,388.2408447,830.8342285,3.585027821,355.1659241,903.2228394,7.648593895,384.6932373,843.6289673,3.994945404,369.416687,844.916687,5.622499213,363.7985535,871.2512817,5.434646897
53,389.5861511,824.1334839,6.834458858,352.6873474,897.8010864,5.961438341,384.3517456,839.5042725,4.138807071,368.6486511,841.7299194,3.278012618,359.7449646,868.269043,5.032427921
54,388.6780396,816.3762817,7.81017617,350.6486511,891.6953125,6.437138945,380.660675,833.9282837,6.686976343,365.190094,838.9415894,4.442567055,357.757843,862.4366455,6.161616048
55,387.3326416,811.9191284,4.655782573,350.3676147,883.6942139,8.006032774,379.5541382,830.8946533,3.229138749,361.4727173,837.6384888,3.939157363,356.1285706,860.5548706,2.489097333
56,386.4522705,805.163269,6.812979463,347.7204895,881.0959473,3.709213042,380.6436157,826.1751099,4.843660986,356.2322388,832.288208,7.489200178,354.8309326,858.1915894,2.69610135
57,386.1007385,800.7369385,4.440267674,345.9142151,878.3289185,3.30440247,377.9095764,822.7296753,4.398407701,353.9091187,826.354187,6.372557749,352.1715393,852.3651733,6.404646467
58,383.308197,796.694397,4.913291144,342.8963013,875.4835205,4.147781733,372.7739258,819.2970581,6.177197439,351.9497375,822.902771,3.968809245,350.5930786,847.7788696,4.850331936
59,380.6211243,795.2996216,3.027500351,337.9235535,870.496582,7.042568855,370.3757324,813.5709229,6.208055761,349.9167786,815.1588135,8.00635999,348.167511,841.5476074,6.686703747
60,378.359375,791.1903687,4.690572395,334.950531,864.9824219,6.264569002,371.6000061,809.3782349,4.367777308,350.130188,814.2947388,0.8900385843,343.7661133,839.092041,5.04005041
61,376.0207825,788.097229,3.877696211,333.9281311,859.5510864,5.526726547,368.6526184,806.550354,4.08460578,347.6651917,807.602478,7.131799267,340.3148193,833.196228,6.831693838
62,370.0291748,782.6280518,8.112414078,330.7858582,855.5372925,5.09749165,364.8496399,801.1470337,6.607459118,345.6421509,807.5661621,2.023366702,336.8373718,827.1757202,6.952636586
63,368.7098389,778.6966553,4.146869377,330.6941833,847.9320068,7.605838153,360.312439,798.605896,5.200343551,344.2333069,803.0692139,4.712471209,333.1982117,824.2773438,4.652319075
64,365.7928467,773.3552856,6.085973458,330.1120605,844.0018311,3.97305281,357.6338196,793.3746948,5.877113876,338.5540771,799.1564941,6.896595251,329.2154541,818.9331055,6.665076193
65,362.9592285,765.9909058,7.890721321,324.3953552,840.5148315,6.696259055,354.569519,789.5384521,4.909856989,334.6009216,794.3571777,6.217787107,326.934906,813.0762329,6.285209287
66,360.6371155,764.0627441,3.018280337,322.4268799,836.2831421,4.667128753,351.3724365,785.6494751,5.034429376,333.0033264,790.7588501,3.937038513,324.1174316,805.987854,7.627796361
67,356.5101013,760.8731079,5.215939528,319.6720276,832.8799438,4.378466563,345.6542969,783.1709595,6.232187477,329.9632568,785.201416,6.334595222,320.3446655,803.3852539,4.583371184
68,352.9151917,758.0075073,4.597286399,316.2417908,829.991272,4.484523366,345.8277893,778.0495605,5.124336697,327.0171204,780.3481445,5.677496299,318.7817383,797.7227783,5.874212401
69,348.2705688,754.0933838,6.07395127,313.4067383,824.3765259,6.289904317,342.0996094,775.1704102,4.71050237,327.2221375,777.0953979,3.25920118,317.7338257,791.8215332,5.993564444
70,340.3200989,751.942627,8.236244759,310.8928833,820.2478027,4.833820608,340.227417,772.5807495,3.195535412,326.7861633,771.888916,5.224703586,316.89505,788.0698242,3.844328923
71,335.4115601,747.9395752,6.333891119,309.8601379,814.5175171,5.822605649,334.9213257,769.6818848,6.046322998,323.704895,768.2440186,4.772786597,314.2776184,783.0811157,5.633663182
72,332.3028564,745.5646973,3.912043371,307.0682068,808.1674805,6.936702722,330.9900818,761.9230347,8.697955703,317.8859863,764.3058472,7.026300038,311.9480896,778.085022,5.512500089
73,329.165863,740.8406372,5.670755777,304.3984985,804.0548096,4.90320345,330.350708,759.8930664,2.128278641,314.9968262,761.7955322,3.827391738,308.6635132,773.9398804,5.288727742
74,323.7295227,735.7860718,7.423100962,301.3353577,796.6754761,7.989830714,328.7671204,757.8062744,2.619627961,311.8349609,757.6292114,5.230260106,303.1944885,773.8123779,5.470510724
75,319.6989746,731.6571655,5.770024677,295.401825,795.0878296,6.142266018,326.5808411,756.6210938,2.48685954,307.2760315,751.6500854,7.518895206,299.1426392,768.0767822,7.022431299
76,315.9106445,730.168335,4.07038834,290.8301392,791.2084351,5.995832961,324.1824036,753.6456299,3.821764994,303.7103882,749.4626465,4.183144923,296.8474426,763.2993164,5.30019875
77,313.5906677,728.6873779,2.752367365,286.72052,786.086792,6.566597078,321.9735718,747.855957,6.196712805,301.1562195,746.3465576,4.029117469,294.2872314,759.2096558,4.824935801
78,307.8450012,725.4276123,6.605963632,285.6781921,780.5678711,5.616487808,321.0143127,745.5183105,2.52681004,297.8862915,743.4031982,4.399521951,288.4825134,755.7337646,6.765838477
79,302.8335571,720.4869385,7.037387993,282.6097717,778.0487671,3.970023778,319.3739014,743.5531006,2.559882747,297.9205627,739.6756592,3.727696605,284.0704956,752.2070923,5.648302331
80,296.9375,717.4876709,6.61506581,277.6360474,777.0378418,5.07542156,316.2044983,739.3291016,5.280841184,293.499176,735.5366211,6.056426074,283.2157593,748.8192749,3.493977792
81,292.7947083,715.5828247,4.55973272,276.2950439,771.9042969,5.305805653,311.6521606,737.2344971,5.011102277,289.0961609,735.2824707,4.410344059,279.3565979,745.8044434,4.897176305
82,284.9393005,714.050354,8.003492789,275.0939941,768.0402222,4.046429781,306.8461609,732.918396,6.45959458,281.023468,732.225769,8.632021503,273.2180481,744.9559937,6.196907342
83,280.9486084,712.5385742,4.267446762,273.2796936,764.6174316,3.873910354,303.8310852,730.211853,4.051673262,278.3854675,730.8806152,2.961162837,267.8373413,744.4366455,5.405712536
84,277.3244934,711.3674316,3.808646006,267.8711243,763.6005249,5.503337313,301.5765381,725.0761719,5.608761326,274.2479248,727.9972534,5.043117603,263.2432251,740.9364624,5.775567983
85,271.4327393,708.7502441,6.446893622,263.944458,761.7463989,4.342406136,297.5307312,723.9232178,4.206882041,270.2309875,724.4099731,5.385570042,257.9498901,738.1463013,5.98367731
86,268.3560181,708.053772,3.154566019,259.8680725,760.0690308,4.40800212,293.7926941,722.3972168,4.037524045,268.8345337,722.8964844,2.059303676,253.450531,734.2883301,5.926902589
87,261.855011,704.1411133,7.587620911,255.4436035,760.3150635,4.43130432,290.0905762,721.1544189,3.905153466,266.1902466,722.3359375,2.703047746,251.4258423,734.6653442,2.059491222
88,257.7172241,699.6584473,6.10045693,251.7912903,755.2075806,6.278994635,284.8085022,716.5100708,7.03351087,263.4671326,719.7261963,3.77175014,244.9964294,732.5800171,6.759137431
89,254.1415863,699.4211426,3.583503776,248.2141876,754.6470947,3.62074686,279.7460327,713.2210693,6.037062853,259.8687134,719.328064,3.620377054,240.5044708,730.1975098,5.084686163
90,251.3209839,696.7368164,3.893764887,244.4586029,754.6949463,3.755889553,280.6138916,709.9095459,3.423356032,257.354187,718.3623047,2.693609815,235.0323792,728.3018188,5.791151125
91,246.9756012,695.6957397,4.468354433,239.9164124,754.539978,4.544833349,278.7460632,709.2200317,1.991033047,251.8953094,715.289856,6.264126871,232.0940094,725.8200073,3.846219603
92,239.3016968,692.0753174,8.485061409,234.9923401,753.3588867,5.063740155,276.9271851,707.6929321,2.374942321,250.4733887,714.9741821,1.456539962,226.5002747,722.3653564,6.574532763
93,230.410614,689.8883667,9.156096658,232.1557465,751.3098755,3.499244266,274.3162231,704.7627563,3.924672244,249.8644714,711.9296265,3.104850945,223.6238098,720.9503174,3.2056802
94,224.0861359,687.3936157,6.79873564,228.5376434,749.6117554,3.996783888,272.404541,701.9816284,3.374789049,249.8762817,711.2377319,0.691995322,219.8787384,713.3010254,8.516878997
95,221.2760773,685.3067627,3.500197831,223.6297913,747.9655762,5.176574051,269.2858887,696.7958984,6.051263329,247.2787323,710.163208,2.81102557,215.7578888,712.5413208,4.190292659
96,214.0868225,682.6923828,7.649860534,219.3852234,741.225708,7.965059904,266.9180603,694.3240967,3.422924936,246.2424011,708.2573242,2.1694182,209.6741028,710.2077637,6.515975836
97,211.1009064,679.9581299,4.048683028,218.465683,740.1491089,1.415846116,264.2882996,691.036438,4.21002865,241.9916534,705.3635864,5.142234364,205.3443604,706.5441284,5.671762759
98,207.7264099,678.1953735,3.807169066,216.6894073,734.8320923,5.605873765,263.2669678,684.1991577,6.913141121,236.6108093,702.012207,6.339181907,200.6684265,705.1038818,4.892715756
99,204.4781189,676.4580688,3.683696798,213.5657959,729.3620605,6.299063082,260.7260742,677.4667358,7.195946384,229.0665894,698.8654175,8.174199621,197.0506897,700.5231934,5.837013499
100,198.4163361,673.1460571,6.907577925,211.4959869,727.3163452,2.910165004,257.8240662,673.9683838,4.545340233,225.7852936,693.1676025,6.57510434,194.923233,697.0999756,4.030445606
101,195.3941345,669.9942017,4.366680093,207.6245117,723.9937134,5.101784266,255.7275848,670.1063232,4.394399345,222.453949,691.1920776,3.873055062,189.0740814,696.0015869,5.951389102
102,191.1837158,667.5477905,4.869553683,205.4529877,722.7390747,2.50791445,252.8961792,664.338623,6.42520221,217.4561615,688.9497681,5.477757923,184.8638763,694.2903442,4.54468682
103,187.5415649,667.4136963,3.644618538,203.2044373,720.3563232,3.276199553,250.2789307,661.7681885,3.668395259,212.3667603,685.116333,6.371595513,182.5511322,691.4707642,3.646754348
104,182.3418884,666.1658936,5.347302826,201.8263397,713.1599121,7.32717449,247.7351227,657.9393921,4.596807678,208.8780975,682.5966187,4.303455356,179.7557068,690.0719604,3.125868691
105,177.6648254,665.5526123,4.717099966,197.6284332,710.4927979,4.973521629,248.8483429,651.7813721,6.257832677,204.062088,677.633667,6.915550368,177.6127319,688.6621704,2.565121669
106,172.9875488,666.1536865,4.715740315,198.1972046,710.0494995,0.7211201569,246.958847,647.8066406,4.400986779,199.4793549,675.5304565,5.042314682,173.1230011,686.7957764,4.862212428
107,169.4128265,667.3780518,3.778585672,194.4352112,709.1252441,3.873866595,242.6663818,644.1245117,5.6553807,198.0767517,672.881897,2.997025758,170.4317322,685.0132446,3.228056351
108,164.6576538,665.7467651,5.027202376,192.6916809,707.6051636,2.313124022,239.4636383,639.8518066,5.339810372,194.5053101,672.354187,3.610217897,168.102829,684.496521,2.385538392
109,161.2993011,665.1051636,3.419091277,191.8351135,705.3221436,2.438419179,235.8771057,634.9499512,6.073829358,192.2772064,670.4541626,2.928231308,165.0106201,683.9200439,3.145485883
110,157.7022858,665.888855,3.681398086,192.1354065,699.3280029,6.001657913,233.0108185,632.0525513,4.075601635,190.0789795,671.0131226,2.268179417,160.4662628,683.0557251,4.625822126
111,157.3952179,666.2255859,0.4557174727,190.0302582,696.5946655,3.450040983,232.925354,628.4737549,3.579816721,185.9046783,672.6172485,4.471913485,155.5526276,686.0186768,5.737847501
112,158.3304138,670.8717651,4.739364152,190.6139984,693.9956055,2.663806646,230.0806732,626.5690308,3.423475245,181.5138092,672.6863403,4.391412698,155.3475342,689.3181763,3.30586756
113,157.6618805,671.9816284,1.295659411,191.4571991,692.6894531,1.554677246,225.2886963,624.604187,5.179155708,179.6450043,672.2496948,1.919138133,154.8471375,693.5499878,4.261293895
114,156.5789337,673.0027466,1.488440804,190.4350891,691.5404663,1.53781648,222.236557,623.4366455,3.267829151,178.2729645,673.4628906,1.831484985,153.3264771,697.2418213,3.992748754
115,152.871521,676.7660522,5.282743472,189.8102417,689.536377,2.099239966,220.4794769,622.269165,2.109583145,174.8583832,672.7919922,3.4798664,152.0617371,700.4364014,3.435827283
116,150.1261292,678.7364502,3.379296445,191.2943726,688.7929688,1.659909686,217.1512146,622.6867065,3.354351061,169.2429047,676.1224976,6.528848672,149.7125397,704.9448242,5.083758941
117,148.8173218,681.0132446,2.626170145,191.3163452,686.7941895,1.998900066,216.551712,623.3287964,0.8784547177,167.4147339,677.9638672,2.594773689,148.8455963,705.6450806,1.114427988
118,148.2935333,683.0552368,2.108100196,186.1545105,684.5631104,5.623366572,213.9079285,624.4522095,2.87256828,167.0498962,680.8137817,2.873172368,145.9972687,707.3115845,3.300031151
119,148.1846466,686.5796509,3.526095688,188.0830841,683.005249,2.479178913,211.7559052,625.399292,2.351205999,165.0461121,686.7140503,6.231237442,147.2829437,707.9164429,1.42084975
120,147.4412231,688.2201538,1.801090866,187.4950409,679.6533203,3.40311929,207.7558136,626.1474609,4.069458097,163.7677917,688.4615479,2.165144461,145.3697815,711.5603027,4.115568542
121,144.1240082,692.5140381,5.425989063,182.8244171,675.4362793,6.292707002,202.5772247,628.6273804,5.741757836,161.6777649,691.4366455,3.635851801,147.3712158,711.7857666,2.014093671
122,143.2332611,692.9859619,1.008038909,184.3688965,669.4404907,6.191518162,199.9154358,629.3131714,2.748714187,161.7649078,694.8671265,3.431587605,146.0401917,717.7513428,6.112260171
123,142.6729584,696.5418091,3.599720578,183.7489166,665.0300903,4.453763199,196.4704742,630.6624146,3.699759071,161.5426483,698.1980591,3.338339617,144.4394684,720.7062988,3.360666639
124,141.6825867,701.1380005,4.701681779,183.0094299,661.4216309,3.683452231,195.7949982,631.7513428,1.281418199,161.5921173,701.5826416,3.384944019,141.7376251,721.8522339,2.934812459
125,140.2378693,702.0397339,1.703035968,182.0021515,661.3519897,1.009682992,194.9716797,632.5740967,1.163949016,160.8777161,704.802063,3.29773304,141.289917,724.7414551,2.923703416
126,140.6320496,702.0144653,0.3949893759,182.5933838,661.7730103,0.7258194681,193.7624207,634.4494629,2.231435824,159.8488617,710.5303345,5.819934322,138.7880859,729.3225098,5.219695458
127,140.5555115,705.3008423,3.287268099,180.6328735,663.5810547,2.66695053,192.7173767,637.2207642,2.961794654,159.665329,716.1491699,5.621832091,138.4123993,730.1644287,0.9219370727
128,141.6785126,711.3045654,6.107849299,180.9771423,663.8696289,0.449217192,191.0184631,639.1453857,2.567192156,159.0102692,720.3388672,4.240597427,136.7576141,735.0681763,5.175427908
129,142.5929108,712.8344116,1.782288816,180.5309448,662.1520996,1.774541942,184.7253571,643.2600098,7.518863942,157.1444092,724.9471436,4.971684278,134.4230194,737.0172119,3.041228778
130,142.6770935,715.6873779,2.854208032,178.766571,661.4682007,1.892282372,182.6012115,647.6972046,4.919419889,157.0052795,728.7298584,3.785272599,131.6435547,737.4022827,2.806012056
131,142.0018158,718.2094116,2.610872254,175.3240967,662.3496094,3.553520935,178.6559906,647.0123901,4.004215174,155.9225616,734.6374512,6.00599121,129.9524384,739.190979,2.461566344
132,142.4102783,721.0380249,2.857952891,173.9836273,667.319519,5.147510098,178.0738068,648.864624,1.94157369,154.5239258,736.1704712,2.075170514,128.8029785,738.5806885,1.301427082
133,142.4978027,725.0782471,4.041170089,172.2871552,671.4364014,4.452722525,176.7206879,650.5819702,2.186368836,152.5240479,742.9198608,7.039444038,127.2519226,737.3598633,1.973876538
134,142.5110626,729.5255737,4.447346428,170.2193756,672.5388184,2.343295853,174.2480927,651.8405151,2.77446615,152.1779938,747.5610352,4.654057634,125.1107864,737.3210449,2.141488025
135,142.3227997,734.9128418,5.390556572,166.5241394,676.1755981,5.184683001,173.7385559,653.1763916,1.429752993,153.7185822,751.4710083,4.202535252,124.7756653,735.1575317,2.18931393
136,142.8632507,741.1333008,6.243892801,162.3783875,680.0181274,5.652635726,170.5170593,654.2012939,3.380601284,153.0271759,756.1978149,4.777106197,124.6726303,733.3579102,1.802568735
137,140.5052795,748.2653198,7.511705783,155.9529266,681.9639282,6.713619543,167.7771454,657.4696045,4.264854304,149.6887512,760.0474854,5.09559041,124.8406601,730.8339233,2.52957377
138,140.2700653,756.0174561,7.755703828,152.1185608,689.4679565,8.426909425,165.7402954,660.1221313,3.344346953,150.2508545,762.6967773,2.708266632,126.0083466,725.7060547,5.259137628
139,135.8654785,760.6159058,6.367583884,151.4577789,691.5222778,2.157977902,164.3542328,663.0005493,3.194755013,149.0052032,767.8718872,5.322913593,126.4250946,724.5361328,1.241932417
140,130.6426697,763.348877,5.894647037,151.1813507,693.2754517,1.774832678,162.7375793,664.2502441,2.043356432,149.2374725,774.2260132,6.358369756,128.4391479,725.6123657,2.28356917
141,128.5809021,768.7883301,5.817089981,152.5296478,693.5908813,1.384702498,161.7558289,666.0369263,2.038643434,146.9634552,776.579895,3.27290613,129.8073883,725.7016602,1.371151038
142,128.8488464,771.4210205,2.646290435,153.4097748,694.1560059,1.045939371,159.9770966,667.4820557,2.29178698,147.7099609,780.2457275,3.741069216,131.0791016,725.6221313,1.274197567
143,128.114151,774.3485107,3.018273754,154.4931946,694.4838257,1.131929459,157.7352753,668.4269409,2.432811303,149.4333038,783.4883423,3.672119433,130.4433289,725.6221924,0.635772708
144,127.0162964,775.3996582,1.519932807,156.1750183,694.7496948,1.70270886,157.2033691,669.0214233,0.7977051328,148.919281,787.8344727,4.376421903,130.0608826,725.3759155,0.4548818017
145,127.8636398,778.7359619,3.44222506,152.2197876,697.9265747,5.073107113,156.744812,671.6598511,2.677979752,147.8696442,790.2388916,2.623541111,130.004303,725.2407227,0.1465549807
146,128.7654877,781.3722534,2.786281109,153.7408142,698.9785767,1.849386401,155.2363892,672.8280029,1.90785698,147.1042328,792.480957,2.369116284,130.9384308,723.4527588,2.017277758
147,129.9988403,787.9810181,6.722866127,154.0765839,700.8187256,1.870531831,155.4400024,676.171875,3.350065491,147.5300446,795.8807983,3.426402864,131.3664856,721.098999,2.392366183
148,130.7150574,792.7009888,4.774001496,154.1451721,705.8042603,4.986006445,153.5953674,679.3862305,3.706043632,149.1890717,800.2091675,4.635423426,131.9498901,718.583313,2.582447886
149,129.9829407,801.3515625,8.68149876,157.9240723,702.7502441,4.858713897,153.6175842,681.3849487,1.998841734,150.0331268,800.8790894,1.077601252,132.133255,714.4935913,4.093830247
150,131.1841125,804.5814819,3.446040252,158.686554,704.8813477,2.263400212,154.3384399,682.1629639,1.060632128,154.2927399,804.4349365,5.548725287,133.0433197,714.0549316,1.01026732
