100, 0.05514, 0.005
200, 0.01908, 0.005
300, 0.01745, 0.005
400, 0.01574, 0.005
500, 0.01391, 0.005
600, 0.01313, 0.005
700, 0.01238, 0.005
800, 0.01153, 0.005
900, 0.01001, 0.005
1000, 0.01037, 0.005
1100, 0.00990, 0.005
1200, 0.00981, 0.005
1300, 0.00871, 0.005
1400, 0.00875, 0.005
1500, 0.00927, 0.005
1600, 0.00813, 0.005
1700, 0.00829, 0.005
1800, 0.00750, 0.005
1900, 0.00760, 0.005
2000, 0.00782, 0.005
2100, 0.00765, 0.005
2200, 0.00699, 0.005
2300, 0.00724, 0.005
2400, 0.00714, 0.005
2500, 0.00683, 0.005
2600, 0.00692, 0.005
2700, 0.00646, 0.005
2800, 0.00635, 0.005
2900, 0.00611, 0.005
3000, 0.00582, 0.005
3100, 0.00622, 0.005
3200, 0.00581, 0.005
3300, 0.00584, 0.005
3400, 0.00574, 0.005
3500, 0.00601, 0.005
3600, 0.00578, 0.005
3700, 0.00559, 0.005
3800, 0.00594, 0.005
3900, 0.00577, 0.005
4000, 0.00536, 0.005
4100, 0.00568, 0.005
4200, 0.00555, 0.005
4300, 0.00539, 0.005
4400, 0.00554, 0.005
4500, 0.00523, 0.005
4600, 0.00538, 0.005
4700, 0.00517, 0.005
4800, 0.00521, 0.005
4900, 0.00487, 0.005
5000, 0.00540, 0.005
5100, 0.00532, 0.005
5200, 0.00503, 0.005
5300, 0.00483, 0.005
5400, 0.00485, 0.005
5500, 0.00471, 0.005
5600, 0.00514, 0.005
5700, 0.00504, 0.005
5800, 0.00503, 0.005
5900, 0.00479, 0.005
6000, 0.00465, 0.005
6100, 0.00471, 0.005
6200, 0.00453, 0.005
6300, 0.00451, 0.005
6400, 0.00468, 0.005
6500, 0.00437, 0.005
6600, 0.00441, 0.005
6700, 0.00466, 0.005
6800, 0.00413, 0.005
6900, 0.00441, 0.005
7000, 0.00426, 0.005
7100, 0.00440, 0.005
7200, 0.00412, 0.005
7300, 0.00459, 0.005
7400, 0.00443, 0.005
7500, 0.00452, 0.005
7600, 0.00450, 0.005
7700, 0.00459, 0.005
7800, 0.00442, 0.005
7900, 0.00427, 0.005
8000, 0.00415, 0.005
8100, 0.00425, 0.005
8200, 0.00406, 0.005
8300, 0.00415, 0.005
8400, 0.00427, 0.005
8500, 0.00423, 0.005
8600, 0.00427, 0.005
8700, 0.00418, 0.005
8800, 0.00393, 0.005
8900, 0.00383, 0.005
9000, 0.00379, 0.005
9100, 0.00362, 0.005
9200, 0.00393, 0.005
9300, 0.00418, 0.005
9400, 0.00394, 0.005
9500, 0.00416, 0.005
9600, 0.00411, 0.005
9700, 0.00383, 0.005
9800, 0.00381, 0.005
9900, 0.00362, 0.005
10000, 0.00404, 0.005
10100, 0.00518, 0.02
10200, 0.00511, 0.02
10300, 0.00479, 0.02
10400, 0.00474, 0.02
10500, 0.00446, 0.02
10600, 0.00444, 0.02
10700, 0.00481, 0.02
10800, 0.00451, 0.02
10900, 0.00422, 0.02
11000, 0.00401, 0.02
11100, 0.00444, 0.02
11200, 0.00413, 0.02
11300, 0.00439, 0.02
11400, 0.00433, 0.02
11500, 0.00404, 0.02
11600, 0.00409, 0.02
11700, 0.00356, 0.02
11800, 0.00366, 0.02
11900, 0.00387, 0.02
12000, 0.00386, 0.02
12100, 0.00377, 0.02
12200, 0.00386, 0.02
12300, 0.00375, 0.02
12400, 0.00345, 0.02
12500, 0.00348, 0.02
12600, 0.00341, 0.02
12700, 0.00359, 0.02
12800, 0.00359, 0.02
12900, 0.00325, 0.02
13000, 0.00341, 0.02
13100, 0.00329, 0.02
13200, 0.00332, 0.02
13300, 0.00315, 0.02
13400, 0.00315, 0.02
13500, 0.00311, 0.02
13600, 0.00329, 0.02
13700, 0.00369, 0.02
13800, 0.00334, 0.02
13900, 0.00340, 0.02
14000, 0.00323, 0.02
14100, 0.00309, 0.02
14200, 0.00321, 0.02
14300, 0.00308, 0.02
14400, 0.00323, 0.02
14500, 0.00328, 0.02
14600, 0.00303, 0.02
14700, 0.00327, 0.02
14800, 0.00294, 0.02
14900, 0.00299, 0.02
15000, 0.00309, 0.02
15100, 0.00282, 0.02
15200, 0.00289, 0.02
15300, 0.00308, 0.02
15400, 0.00306, 0.02
15500, 0.00272, 0.02
15600, 0.00281, 0.02
15700, 0.00293, 0.02
15800, 0.00280, 0.02
15900, 0.00302, 0.02
16000, 0.00268, 0.02
16100, 0.00295, 0.02
16200, 0.00274, 0.02
16300, 0.00305, 0.02
16400, 0.00276, 0.02
16500, 0.00251, 0.02
16600, 0.00282, 0.02
16700, 0.00293, 0.02
16800, 0.00285, 0.02
16900, 0.00271, 0.02
17000, 0.00310, 0.02
17100, 0.00293, 0.02
17200, 0.00281, 0.02
17300, 0.00286, 0.02
17400, 0.00260, 0.02
17500, 0.00277, 0.02
17600, 0.00284, 0.02
17700, 0.00269, 0.02
17800, 0.00291, 0.02
17900, 0.00268, 0.02
18000, 0.00273, 0.02
18100, 0.00269, 0.02
18200, 0.00255, 0.02
18300, 0.00248, 0.02
18400, 0.00241, 0.02
18500, 0.00249, 0.02
18600, 0.00269, 0.02
18700, 0.00247, 0.02
18800, 0.00254, 0.02
18900, 0.00276, 0.02
19000, 0.00250, 0.02
19100, 0.00222, 0.02
19200, 0.00229, 0.02
19300, 0.00258, 0.02
19400, 0.00256, 0.02
19500, 0.00262, 0.02
19600, 0.00281, 0.02
19700, 0.00225, 0.02
19800, 0.00235, 0.02
19900, 0.00255, 0.02
20000, 0.00253, 0.02
20100, 0.00230, 0.02
20200, 0.00231, 0.02
20300, 0.00236, 0.02
20400, 0.00245, 0.02
20500, 0.00224, 0.02
20600, 0.00236, 0.02
20700, 0.00235, 0.02
20800, 0.00238, 0.02
20900, 0.00246, 0.02
21000, 0.00251, 0.02
21100, 0.00238, 0.02
21200, 0.00234, 0.02
21300, 0.00237, 0.02
21400, 0.00256, 0.02
21500, 0.00229, 0.02
21600, 0.00260, 0.02
21700, 0.00233, 0.02
21800, 0.00224, 0.02
21900, 0.00240, 0.02
22000, 0.00223, 0.02
22100, 0.00224, 0.02
22200, 0.00227, 0.02
22300, 0.00235, 0.02
22400, 0.00228, 0.02
22500, 0.00225, 0.02
22600, 0.00218, 0.02
22700, 0.00240, 0.02
22800, 0.00224, 0.02
22900, 0.00229, 0.02
23000, 0.00224, 0.02
23100, 0.00213, 0.02
23200, 0.00221, 0.02
23300, 0.00224, 0.02
23400, 0.00223, 0.02
23500, 0.00221, 0.02
23600, 0.00238, 0.02
23700, 0.00220, 0.02
23800, 0.00203, 0.02
23900, 0.00220, 0.02
24000, 0.00240, 0.02
24100, 0.00219, 0.02
24200, 0.00224, 0.02
24300, 0.00222, 0.02
24400, 0.00230, 0.02
24500, 0.00207, 0.02
24600, 0.00201, 0.02
24700, 0.00228, 0.02
24800, 0.00230, 0.02
24900, 0.00221, 0.02
25000, 0.00220, 0.02
25100, 0.00218, 0.02
25200, 0.00219, 0.02
25300, 0.00215, 0.02
25400, 0.00228, 0.02
25500, 0.00212, 0.02
25600, 0.00217, 0.02
25700, 0.00211, 0.02
25800, 0.00213, 0.02
25900, 0.00213, 0.02
26000, 0.00202, 0.02
26100, 0.00206, 0.02
26200, 0.00228, 0.02
26300, 0.00217, 0.02
26400, 0.00216, 0.02
26500, 0.00215, 0.02
26600, 0.00204, 0.02
26700, 0.00210, 0.02
26800, 0.00197, 0.02
26900, 0.00226, 0.02
27000, 0.00198, 0.02
27100, 0.00211, 0.02
27200, 0.00201, 0.02
27300, 0.00211, 0.02
27400, 0.00208, 0.02
27500, 0.00200, 0.02
27600, 0.00200, 0.02
27700, 0.00186, 0.02
27800, 0.00196, 0.02
27900, 0.00220, 0.02
28000, 0.00229, 0.02
28100, 0.00211, 0.02
28200, 0.00194, 0.02
28300, 0.00198, 0.02
28400, 0.00198, 0.02
28500, 0.00207, 0.02
28600, 0.00200, 0.02
28700, 0.00201, 0.02
28800, 0.00219, 0.02
28900, 0.00206, 0.02
29000, 0.00196, 0.02
29100, 0.00192, 0.02
29200, 0.00205, 0.02
29300, 0.00207, 0.02
29400, 0.00182, 0.02
29500, 0.00204, 0.02
29600, 0.00191, 0.02
29700, 0.00186, 0.02
29800, 0.00193, 0.02
29900, 0.00191, 0.02
30000, 0.00206, 0.02
